event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),city,campaign_name,start_date,end_date,product_name,category,cluster
879d99,STHYD-5,CAMP_DIW_01,P09,110,2,92,124,3,0,315,321,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,1
ec3591,STCHE-1,CAMP_SAN_01,P09,90,0,79,63,1,1,374,380,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,0
2db607,STCBE-1,CAMP_DIW_01,P14,1020,4,40,136,2,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
b78191,STBLR-3,CAMP_SAN_01,P14,1020,4,91,361,0,1,374,380,Atliq_waterproof_Immersion_Rod,2,0
7b1d41,STMYS-2,CAMP_DIW_01,P14,1020,4,43,125,6,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
a6e691,STCHE-0,CAMP_SAN_01,P03,200,4,294,1134,1,1,374,380,Atliq_Suflower_Oil (1L),1,2
f21ef6,STMLR-1,CAMP_SAN_01,P06,415,0,18,14,5,1,374,380,Atliq_Fusion_Container_Set_of_3,3,0
b999c5,STMYS-2,CAMP_SAN_01,P03,200,4,406,1015,6,1,374,380,Atliq_Suflower_Oil (1L),1,2
f6aa36,STVSK-3,CAMP_DIW_01,P06,415,0,63,54,9,0,315,321,Atliq_Fusion_Container_Set_of_3,3,1
d78c78,STCHE-0,CAMP_DIW_01,P14,1020,4,52,182,1,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
12573c,STHYD-3,CAMP_SAN_01,P12,62,2,64,100,3,1,374,380,Atliq_Lime_Cool_Bathing_Bar (125GM),4,0
38ebfb,STCBE-1,CAMP_SAN_01,P10,50,0,27,20,2,1,374,380,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,0
5d23c1,STVSK-4,CAMP_SAN_01,P12,62,2,40,58,9,1,374,380,Atliq_Lime_Cool_Bathing_Bar (125GM),4,0
449732,STBLR-9,CAMP_DIW_01,P05,55,0,101,97,0,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
b83644,STBLR-6,CAMP_DIW_01,P11,190,2,75,117,0,0,315,321,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,1
17537,STMDU-2,CAMP_SAN_01,P08,1190,4,33,129,4,1,374,380,Atliq_Double_Bedsheet_set,3,0
ab8eb3,STHYD-6,CAMP_DIW_01,P06,415,0,85,74,3,0,315,321,Atliq_Fusion_Container_Set_of_3,3,1
99ce6a,STVSK-3,CAMP_SAN_01,P03,200,4,250,687,9,1,374,380,Atliq_Suflower_Oil (1L),1,0
42b041,STBLR-1,CAMP_DIW_01,P01,172,1,357,514,0,0,315,321,Atliq_Masoor_Dal (1KG),1,1
fd5955,STCBE-0,CAMP_DIW_01,P02,860,1,313,541,2,0,315,321,Atliq_Sonamasuri_Rice (10KG),1,1
9.33E+11,STBLR-3,CAMP_SAN_01,P08,1190,4,40,154,0,1,374,380,Atliq_Double_Bedsheet_set,3,0
268b09,STMLR-1,CAMP_SAN_01,P13,350,4,49,189,5,1,374,380,Atliq_High_Glo_15W_LED_Bulb,2,0
dcaeaa,STBLR-7,CAMP_DIW_01,P04,290,0,276,242,0,0,315,321,Atliq_Farm_Chakki_Atta (1KG),1,1
d31787,STMYS-2,CAMP_SAN_01,P10,50,0,25,20,6,1,374,380,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,0
f34069,STBLR-9,CAMP_SAN_01,P09,90,0,61,57,0,1,374,380,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,0
4f40ed,STCHE-5,CAMP_SAN_01,P02,860,1,564,721,1,1,374,380,Atliq_Sonamasuri_Rice (10KG),1,2
12bb06,STHYD-1,CAMP_DIW_01,P03,156,0,351,319,3,0,315,321,Atliq_Suflower_Oil (1L),1,1
5f2c41,STCHE-6,CAMP_DIW_01,P08,1190,4,54,185,1,0,315,321,Atliq_Double_Bedsheet_set,3,1
e0de60,STHYD-6,CAMP_DIW_01,P03,156,0,327,294,3,0,315,321,Atliq_Suflower_Oil (1L),1,1
152ae4,STHYD-1,CAMP_SAN_01,P12,62,2,51,57,3,1,374,380,Atliq_Lime_Cool_Bathing_Bar (125GM),4,0
8e6ee5,STMLR-0,CAMP_DIW_01,P05,55,0,52,45,5,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
d0fd0e,STBLR-0,CAMP_SAN_01,P11,190,2,43,62,0,1,374,380,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,0
4fa17c,STCHE-4,CAMP_DIW_01,P01,172,1,327,503,1,0,315,321,Atliq_Masoor_Dal (1KG),1,1
bcf305,STCHE-5,CAMP_DIW_01,P09,110,2,75,80,1,0,315,321,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,1
66050c,STCHE-6,CAMP_SAN_01,P08,1190,4,60,238,1,1,374,380,Atliq_Double_Bedsheet_set,3,0
407f1c,STBLR-2,CAMP_SAN_01,P13,350,4,117,469,0,1,374,380,Atliq_High_Glo_15W_LED_Bulb,2,0
e12c11,STCHE-1,CAMP_SAN_01,P14,1020,4,112,294,1,1,374,380,Atliq_waterproof_Immersion_Rod,2,0
46d57b,STBLR-9,CAMP_DIW_01,P13,350,4,94,329,0,0,315,321,Atliq_High_Glo_15W_LED_Bulb,2,1
e80ad8,STCHE-7,CAMP_DIW_01,P10,65,2,136,179,1,0,315,321,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,1
f2bdcc,STBLR-4,CAMP_DIW_01,P01,172,1,337,478,0,0,315,321,Atliq_Masoor_Dal (1KG),1,1
8d20b8,STBLR-5,CAMP_DIW_01,P09,110,2,75,95,0,0,315,321,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,1
f88523,STTRV-1,CAMP_SAN_01,P05,55,0,10,9,7,1,374,380,Atliq_Scrub_Sponge_For_Dishwash,3,0
177b80,STMLR-0,CAMP_SAN_01,P14,1020,4,37,96,5,1,374,380,Atliq_waterproof_Immersion_Rod,2,0
317699,STCHE-2,CAMP_SAN_01,P03,200,4,310,1246,1,1,374,380,Atliq_Suflower_Oil (1L),1,2
ef6d6d,STBLR-2,CAMP_SAN_01,P14,1020,4,88,346,0,1,374,380,Atliq_waterproof_Immersion_Rod,2,0
1e51ee,STVSK-3,CAMP_SAN_01,P12,62,2,43,51,9,1,374,380,Atliq_Lime_Cool_Bathing_Bar (125GM),4,0
c55ec9,STBLR-1,CAMP_SAN_01,P15,3000,3,136,220,0,1,374,380,Atliq_Home_Essential_8_Product_Combo,0,0
6bbadf,STHYD-1,CAMP_DIW_01,P14,1020,4,43,127,3,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
edaef4,STHYD-5,CAMP_SAN_01,P03,200,4,416,1630,3,1,374,380,Atliq_Suflower_Oil (1L),1,2
d3f755,STCBE-1,CAMP_SAN_01,P08,1190,4,43,171,2,1,374,380,Atliq_Double_Bedsheet_set,3,0
0ba095,STCBE-1,CAMP_DIW_01,P03,156,0,274,210,2,0,315,321,Atliq_Suflower_Oil (1L),1,1
911349,STHYD-0,CAMP_DIW_01,P15,3000,3,397,1214,3,0,315,321,Atliq_Home_Essential_8_Product_Combo,0,2
6d65d2,STBLR-8,CAMP_SAN_01,P04,370,4,480,1867,0,1,374,380,Atliq_Farm_Chakki_Atta (1KG),1,2
4ab3bc,STHYD-2,CAMP_SAN_01,P09,90,0,66,49,3,1,374,380,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,0
c22cf6,STCHE-6,CAMP_SAN_01,P12,62,2,58,81,1,1,374,380,Atliq_Lime_Cool_Bathing_Bar (125GM),4,0
cc2182,STMDU-1,CAMP_DIW_01,P12,62,2,85,117,4,0,315,321,Atliq_Lime_Cool_Bathing_Bar (125GM),4,1
bdf2b8,STVJD-1,CAMP_DIW_01,P12,62,2,56,71,8,0,315,321,Atliq_Lime_Cool_Bathing_Bar (125GM),4,1
db8aa8,STTRV-1,CAMP_SAN_01,P03,200,4,193,746,7,1,374,380,Atliq_Suflower_Oil (1L),1,0
466d6c,STMYS-1,CAMP_SAN_01,P11,190,2,31,50,6,1,374,380,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,0
6444b7,STCHE-2,CAMP_DIW_01,P06,415,0,85,81,1,0,315,321,Atliq_Fusion_Container_Set_of_3,3,1
f1cd45,STVJD-1,CAMP_DIW_01,P11,190,2,50,64,8,0,315,321,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,1
23421e,STBLR-2,CAMP_SAN_01,P12,62,2,54,77,0,1,374,380,Atliq_Lime_Cool_Bathing_Bar (125GM),4,0
3c3c49,STCBE-2,CAMP_SAN_01,P08,1190,4,40,168,2,1,374,380,Atliq_Double_Bedsheet_set,3,0
680acd,STHYD-3,CAMP_SAN_01,P11,190,2,46,73,3,1,374,380,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,0
fe2fe7,STCHE-4,CAMP_DIW_01,P05,55,0,127,115,1,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
e2abd2,STCHE-3,CAMP_DIW_01,P09,110,2,73,92,1,0,315,321,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,1
7c51b1,STCBE-0,CAMP_DIW_01,P09,110,2,59,89,2,0,315,321,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,1
494f1b,STVSK-2,CAMP_SAN_01,P13,350,4,94,374,9,1,374,380,Atliq_High_Glo_15W_LED_Bulb,2,0
144c17,STCHE-2,CAMP_DIW_01,P02,860,1,411,509,1,0,315,321,Atliq_Sonamasuri_Rice (10KG),1,1
28acbc,STBLR-2,CAMP_DIW_01,P10,65,2,105,132,0,0,315,321,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,1
00af86,STCBE-0,CAMP_SAN_01,P06,415,0,15,14,2,1,374,380,Atliq_Fusion_Container_Set_of_3,3,0
6321fa,STCHE-3,CAMP_SAN_01,P10,50,0,31,26,1,1,374,380,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,0
6a7668,STCHE-4,CAMP_SAN_01,P15,3000,3,112,321,1,1,374,380,Atliq_Home_Essential_8_Product_Combo,0,0
c7fefa,STMDU-1,CAMP_SAN_01,P11,190,2,28,40,4,1,374,380,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,0
c5f80e,STCHE-1,CAMP_DIW_01,P14,1020,4,43,125,1,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
86755e,STCHE-4,CAMP_SAN_01,P07,300,4,45,191,1,1,374,380,Atliq_Curtains,3,0
3.56E+10,STMDU-3,CAMP_SAN_01,P08,1190,4,36,145,4,1,374,380,Atliq_Double_Bedsheet_set,3,0
a26b45,STBLR-3,CAMP_DIW_01,P01,172,1,287,413,0,0,315,321,Atliq_Masoor_Dal (1KG),1,1
fe7b5d,STHYD-2,CAMP_SAN_01,P03,200,4,472,1902,3,1,374,380,Atliq_Suflower_Oil (1L),1,2
8d68bc,STHYD-2,CAMP_DIW_01,P03,156,0,357,289,3,0,315,321,Atliq_Suflower_Oil (1L),1,1
9bc176,STHYD-3,CAMP_SAN_01,P04,370,4,416,1085,3,1,374,380,Atliq_Farm_Chakki_Atta (1KG),1,2
17df71,STHYD-0,CAMP_SAN_01,P08,1190,4,46,179,3,1,374,380,Atliq_Double_Bedsheet_set,3,0
342d35,STCBE-3,CAMP_DIW_01,P08,1190,4,29,96,2,0,315,321,Atliq_Double_Bedsheet_set,3,1
d8f51c,STMYS-1,CAMP_DIW_01,P15,3000,3,449,1499,6,0,315,321,Atliq_Home_Essential_8_Product_Combo,0,2
cd36b2,STCHE-4,CAMP_DIW_01,P10,65,2,127,168,1,0,315,321,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,1
780aaa,STMYS-1,CAMP_SAN_01,P06,415,0,19,14,6,1,374,380,Atliq_Fusion_Container_Set_of_3,3,0
decd5e,STMDU-2,CAMP_SAN_01,P10,50,0,21,17,4,1,374,380,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,0
d88318,STCHE-5,CAMP_DIW_01,P08,1190,4,45,149,1,0,315,321,Atliq_Double_Bedsheet_set,3,1
bf2632,STCHE-1,CAMP_SAN_01,P12,62,2,57,66,1,1,374,380,Atliq_Lime_Cool_Bathing_Bar (125GM),4,0
902903,STVSK-2,CAMP_DIW_01,P13,350,4,49,164,9,0,315,321,Atliq_High_Glo_15W_LED_Bulb,2,1
8481be,STCHE-1,CAMP_DIW_01,P04,290,0,327,287,1,0,315,321,Atliq_Farm_Chakki_Atta (1KG),1,1
333ef0,STHYD-0,CAMP_DIW_01,P14,1020,4,47,163,3,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
5dd3d3,STVJD-0,CAMP_DIW_01,P09,110,2,40,54,8,0,315,321,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,1
98cc83,STVSK-0,CAMP_DIW_01,P10,65,2,84,127,9,0,315,321,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,1
5a6ad7,STBLR-9,CAMP_DIW_01,P14,1020,4,45,153,0,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
b0cc1e,STBLR-9,CAMP_SAN_01,P02,860,1,610,847,0,1,374,380,Atliq_Sonamasuri_Rice (10KG),1,2
21b73e,STTRV-0,CAMP_DIW_01,P05,55,0,61,59,7,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
c3c9e3,STVSK-1,CAMP_DIW_01,P15,3000,3,301,869,9,0,315,321,Atliq_Home_Essential_8_Product_Combo,0,2
b76f57,STBLR-8,CAMP_DIW_01,P13,350,4,66,220,0,0,315,321,Atliq_High_Glo_15W_LED_Bulb,2,1
95792f,STMDU-2,CAMP_SAN_01,P15,3000,3,106,243,4,1,374,380,Atliq_Home_Essential_8_Product_Combo,0,0
53b2fd,STHYD-6,CAMP_DIW_01,P01,172,1,320,467,3,0,315,321,Atliq_Masoor_Dal (1KG),1,1
6a54d2,STCHE-5,CAMP_SAN_01,P01,172,1,303,360,1,1,374,380,Atliq_Masoor_Dal (1KG),1,0
cb7ddd,STVJD-1,CAMP_DIW_01,P09,110,2,49,65,8,0,315,321,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,1
f57184,STHYD-5,CAMP_SAN_01,P05,55,0,21,18,3,1,374,380,Atliq_Scrub_Sponge_For_Dishwash,3,0
4f76ac,STMYS-3,CAMP_DIW_01,P04,290,0,383,344,6,0,315,321,Atliq_Farm_Chakki_Atta (1KG),1,1
3b086a,STBLR-4,CAMP_SAN_01,P06,415,0,36,29,0,1,374,380,Atliq_Fusion_Container_Set_of_3,3,0
0cc836,STVSK-0,CAMP_SAN_01,P05,55,0,18,14,9,1,374,380,Atliq_Scrub_Sponge_For_Dishwash,3,0
aacd2a,STMYS-3,CAMP_SAN_01,P10,50,0,25,21,6,1,374,380,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,0
3968a6,STMYS-3,CAMP_SAN_01,P05,55,0,19,16,6,1,374,380,Atliq_Scrub_Sponge_For_Dishwash,3,0
fc2170,STCBE-3,CAMP_SAN_01,P08,1190,4,40,158,2,1,374,380,Atliq_Double_Bedsheet_set,3,0
368ca0,STBLR-4,CAMP_SAN_01,P04,370,4,432,1736,0,1,374,380,Atliq_Farm_Chakki_Atta (1KG),1,2
729701,STVSK-2,CAMP_SAN_01,P06,415,0,22,18,9,1,374,380,Atliq_Fusion_Container_Set_of_3,3,0
6d863b,STCBE-1,CAMP_SAN_01,P07,300,4,40,155,2,1,374,380,Atliq_Curtains,3,0
1d651c,STCHE-5,CAMP_SAN_01,P15,3000,3,121,273,1,1,374,380,Atliq_Home_Essential_8_Product_Combo,0,0
a7aa70,STMDU-2,CAMP_SAN_01,P11,190,2,25,28,4,1,374,380,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,0
06c981,STHYD-2,CAMP_DIW_01,P14,1020,4,42,139,3,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
626cb9,STMLR-0,CAMP_DIW_01,P09,110,2,36,48,5,0,315,321,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,1
6c1493,STVJD-1,CAMP_SAN_01,P15,3000,3,66,144,8,1,374,380,Atliq_Home_Essential_8_Product_Combo,0,0
c22ead,STBLR-6,CAMP_SAN_01,P11,190,2,43,66,0,1,374,380,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,0
a35a4f,STCHE-6,CAMP_DIW_01,P10,65,2,122,153,1,0,315,321,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,1
4f7c26,STCBE-4,CAMP_DIW_01,P15,3000,3,316,818,2,0,315,321,Atliq_Home_Essential_8_Product_Combo,0,2
c4dae9,STHYD-0,CAMP_DIW_01,P08,1190,4,52,180,3,0,315,321,Atliq_Double_Bedsheet_set,3,1
f199be,STBLR-6,CAMP_DIW_01,P06,415,0,87,78,0,0,315,321,Atliq_Fusion_Container_Set_of_3,3,1
c1debe,STCHE-3,CAMP_DIW_01,P15,3000,3,381,1303,1,0,315,321,Atliq_Home_Essential_8_Product_Combo,0,2
d61f6f,STHYD-3,CAMP_SAN_01,P03,200,4,331,903,3,1,374,380,Atliq_Suflower_Oil (1L),1,2
459bc3,STBLR-8,CAMP_SAN_01,P13,350,4,97,378,0,1,374,380,Atliq_High_Glo_15W_LED_Bulb,2,0
ed90b8,STVSK-4,CAMP_SAN_01,P05,55,0,18,13,9,1,374,380,Atliq_Scrub_Sponge_For_Dishwash,3,0
8fecef,STCHE-1,CAMP_DIW_01,P07,300,4,75,217,1,0,315,321,Atliq_Curtains,3,1
dc2bb1,STMYS-3,CAMP_SAN_01,P02,860,1,400,476,6,1,374,380,Atliq_Sonamasuri_Rice (10KG),1,2
13a676,STCBE-4,CAMP_DIW_01,P01,172,1,203,296,2,0,315,321,Atliq_Masoor_Dal (1KG),1,1
42fb76,STHYD-5,CAMP_DIW_01,P10,65,2,112,151,3,0,315,321,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,1
f741af,STHYD-2,CAMP_SAN_01,P01,172,1,333,456,3,1,374,380,Atliq_Masoor_Dal (1KG),1,0
5c6465,STHYD-5,CAMP_SAN_01,P08,1190,4,36,139,3,1,374,380,Atliq_Double_Bedsheet_set,3,0
2ba228,STCHE-5,CAMP_DIW_01,P02,860,1,316,388,1,0,315,321,Atliq_Sonamasuri_Rice (10KG),1,1
21ac82,STHYD-2,CAMP_SAN_01,P06,415,0,46,34,3,1,374,380,Atliq_Fusion_Container_Set_of_3,3,0
8e97d1,STBLR-7,CAMP_SAN_01,P09,90,0,72,58,0,1,374,380,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,0
335090,STMYS-0,CAMP_DIW_01,P15,3000,3,262,673,6,0,315,321,Atliq_Home_Essential_8_Product_Combo,0,2
fc8d10,STMLR-0,CAMP_SAN_01,P08,1190,4,27,70,5,1,374,380,Atliq_Double_Bedsheet_set,3,0
9a425b,STCBE-0,CAMP_DIW_01,P03,156,0,276,267,2,0,315,321,Atliq_Suflower_Oil (1L),1,1
4f570c,STBLR-7,CAMP_DIW_01,P05,55,0,122,107,0,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
d1138a,STTRV-1,CAMP_DIW_01,P12,62,2,63,84,7,0,315,321,Atliq_Lime_Cool_Bathing_Bar (125GM),4,1
b6dd84,STVJD-1,CAMP_SAN_01,P01,172,1,166,225,8,1,374,380,Atliq_Masoor_Dal (1KG),1,0
151c7d,STMLR-1,CAMP_DIW_01,P06,415,0,49,42,5,0,315,321,Atliq_Fusion_Container_Set_of_3,3,1
240703,STHYD-5,CAMP_SAN_01,P02,860,1,471,659,3,1,374,380,Atliq_Sonamasuri_Rice (10KG),1,2
8d5095,STCBE-2,CAMP_DIW_01,P15,3000,3,234,840,2,0,315,321,Atliq_Home_Essential_8_Product_Combo,0,2
efd0d2,STMYS-2,CAMP_DIW_01,P15,3000,3,486,1273,6,0,315,321,Atliq_Home_Essential_8_Product_Combo,0,2
8ef678,STMYS-3,CAMP_DIW_01,P01,172,1,311,398,6,0,315,321,Atliq_Masoor_Dal (1KG),1,1
4ca177,STVSK-4,CAMP_SAN_01,P14,1020,4,75,198,9,1,374,380,Atliq_waterproof_Immersion_Rod,2,0
fc3f51,STBLR-6,CAMP_SAN_01,P07,300,4,40,165,0,1,374,380,Atliq_Curtains,3,0
f3d93f,STHYD-4,CAMP_DIW_01,P09,110,2,73,95,3,0,315,321,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,1
792708,STBLR-5,CAMP_SAN_01,P13,350,4,115,445,0,1,374,380,Atliq_High_Glo_15W_LED_Bulb,2,0
4692bf,STMLR-0,CAMP_SAN_01,P04,370,4,267,731,5,1,374,380,Atliq_Farm_Chakki_Atta (1KG),1,2
deb3a5,STHYD-2,CAMP_SAN_01,P12,62,2,52,72,3,1,374,380,Atliq_Lime_Cool_Bathing_Bar (125GM),4,0
a0dc46,STHYD-3,CAMP_DIW_01,P05,55,0,129,104,3,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
bb447f,STCBE-3,CAMP_SAN_01,P12,62,2,36,55,2,1,374,380,Atliq_Lime_Cool_Bathing_Bar (125GM),4,0
fa1dd3,STCHE-3,CAMP_SAN_01,P15,3000,3,127,367,1,1,374,380,Atliq_Home_Essential_8_Product_Combo,0,0
837127,STVJD-0,CAMP_DIW_01,P03,156,0,208,197,8,0,315,321,Atliq_Suflower_Oil (1L),1,1
6aae63,STMYS-2,CAMP_DIW_01,P13,350,4,63,189,6,0,315,321,Atliq_High_Glo_15W_LED_Bulb,2,1
a24528,STVSK-2,CAMP_DIW_01,P05,55,0,70,62,9,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
4ff977,STVSK-4,CAMP_DIW_01,P15,3000,3,292,750,9,0,315,321,Atliq_Home_Essential_8_Product_Combo,0,2
3.42E+08,STMDU-3,CAMP_SAN_01,P11,190,2,34,38,4,1,374,380,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,0
f8b215,STBLR-4,CAMP_DIW_01,P14,1020,4,40,138,0,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
f6c17f,STBLR-0,CAMP_SAN_01,P09,90,0,54,45,0,1,374,380,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,0
67f756,STHYD-5,CAMP_SAN_01,P13,350,4,111,441,3,1,374,380,Atliq_High_Glo_15W_LED_Bulb,2,0
d6cc80,STCHE-4,CAMP_DIW_01,P07,300,4,61,236,1,0,315,321,Atliq_Curtains,3,1
9d9a6c,STCBE-1,CAMP_SAN_01,P15,3000,3,82,190,2,1,374,380,Atliq_Home_Essential_8_Product_Combo,0,0
7ae5f8,STCHE-7,CAMP_DIW_01,P11,190,2,87,114,1,0,315,321,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,1
fedf26,STMLR-2,CAMP_SAN_01,P10,50,0,19,15,5,1,374,380,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,0
bfdede,STMYS-2,CAMP_SAN_01,P11,190,2,61,86,6,1,374,380,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,0
e2f806,STMDU-1,CAMP_DIW_01,P14,1020,4,36,126,4,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
2706c5,STMYS-2,CAMP_DIW_01,P12,62,2,77,97,6,0,315,321,Atliq_Lime_Cool_Bathing_Bar (125GM),4,1
79f662,STVSK-1,CAMP_SAN_01,P09,90,0,40,28,9,1,374,380,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,0
3133f3,STCHE-5,CAMP_SAN_01,P09,90,0,63,53,1,1,374,380,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,0
fd4e7e,STCBE-4,CAMP_SAN_01,P03,200,4,336,913,2,1,374,380,Atliq_Suflower_Oil (1L),1,2
77c6d5,STCHE-1,CAMP_DIW_01,P09,110,2,59,67,1,0,315,321,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,1
0d23fe,STVSK-4,CAMP_DIW_01,P09,110,2,63,86,9,0,315,321,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,1
221da2,STCBE-3,CAMP_SAN_01,P15,3000,3,91,211,2,1,374,380,Atliq_Home_Essential_8_Product_Combo,0,0
b1a501,STBLR-0,CAMP_DIW_01,P11,190,2,80,108,0,0,315,321,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,1
4e42b9,STHYD-4,CAMP_SAN_01,P03,200,4,376,1447,3,1,374,380,Atliq_Suflower_Oil (1L),1,2
1e5ae7,STCHE-7,CAMP_SAN_01,P09,90,0,54,51,1,1,374,380,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,0
078a6a,STMDU-0,CAMP_SAN_01,P09,90,0,57,47,4,1,374,380,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,0
8dca75,STBLR-5,CAMP_DIW_01,P13,350,4,71,248,0,0,315,321,Atliq_High_Glo_15W_LED_Bulb,2,1
4eb35e,STCHE-6,CAMP_SAN_01,P04,370,4,483,1907,1,1,374,380,Atliq_Farm_Chakki_Atta (1KG),1,2
73ad85,STHYD-5,CAMP_DIW_01,P05,55,0,106,102,3,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
b98ea0,STCHE-3,CAMP_SAN_01,P11,190,2,48,69,1,1,374,380,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,0
4406de,STVSK-1,CAMP_SAN_01,P11,190,2,28,40,9,1,374,380,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,0
e98f37,STBLR-3,CAMP_DIW_01,P08,1190,4,43,145,0,0,315,321,Atliq_Double_Bedsheet_set,3,1
311946,STBLR-5,CAMP_DIW_01,P05,55,0,119,107,0,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
598637,STCHE-7,CAMP_DIW_01,P09,110,2,71,90,1,0,315,321,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,1
a2fd0b,STBLR-6,CAMP_DIW_01,P12,62,2,112,165,0,0,315,321,Atliq_Lime_Cool_Bathing_Bar (125GM),4,1
53089f,STTRV-0,CAMP_DIW_01,P07,300,4,26,87,7,0,315,321,Atliq_Curtains,3,1
82ff02,STMDU-0,CAMP_SAN_01,P10,50,0,22,18,4,1,374,380,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,0
20618e,STCHE-3,CAMP_SAN_01,P04,370,4,379,1622,1,1,374,380,Atliq_Farm_Chakki_Atta (1KG),1,2
1b6084,STMLR-1,CAMP_DIW_01,P01,172,1,141,217,5,0,315,321,Atliq_Masoor_Dal (1KG),1,1
4cd59b,STVSK-0,CAMP_SAN_01,P09,90,0,42,35,9,1,374,380,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,0
716a3b,STCHE-5,CAMP_SAN_01,P14,1020,4,130,514,1,1,374,380,Atliq_waterproof_Immersion_Rod,2,0
c32fcd,STHYD-3,CAMP_SAN_01,P08,1190,4,73,192,3,1,374,380,Atliq_Double_Bedsheet_set,3,0
f517b1,STVSK-4,CAMP_SAN_01,P07,300,4,33,83,9,1,374,380,Atliq_Curtains,3,0
f2d468,STTRV-0,CAMP_SAN_01,P03,200,4,190,741,7,1,374,380,Atliq_Suflower_Oil (1L),1,0
371e1a,STBLR-5,CAMP_DIW_01,P01,172,1,322,483,0,0,315,321,Atliq_Masoor_Dal (1KG),1,1
9bd616,STCHE-0,CAMP_DIW_01,P01,172,1,330,504,1,0,315,321,Atliq_Masoor_Dal (1KG),1,1
1c9eaa,STBLR-6,CAMP_DIW_01,P02,860,1,367,612,0,0,315,321,Atliq_Sonamasuri_Rice (10KG),1,1
1b0022,STVSK-0,CAMP_SAN_01,P04,370,4,370,1457,9,1,374,380,Atliq_Farm_Chakki_Atta (1KG),1,2
ad2ad4,STMDU-3,CAMP_DIW_01,P04,290,0,197,175,4,0,315,321,Atliq_Farm_Chakki_Atta (1KG),1,1
