event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),city,campaign_name,start_date,end_date,product_name,category
ed7b12,STVSK-0,CAMP_SAN_01,P10,50,25% OFF,16,13,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
debbd7,STCBE-0,CAMP_SAN_01,P11,190,50% OFF,45,72,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
2b8abd,STCHE-2,CAMP_SAN_01,P14,1020,BOGOF,105,407,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances
0da7fd,STVSK-0,CAMP_SAN_01,P02,860,33% OFF,408,632,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
d58c29,STVSK-2,CAMP_SAN_01,P08,1190,BOGOF,27,107,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care
861506,STCHE-6,CAMP_DIW_01,P03,156,25% OFF,334,260,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples
fd48ff,STCBE-0,CAMP_SAN_01,P04,370,BOGOF,367,1423,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
7912c8,STVSK-3,CAMP_SAN_01,P05,55,25% OFF,19,15,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care
1768c2,STHYD-0,CAMP_DIW_01,P02,860,33% OFF,367,601,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
61089e,STHYD-5,CAMP_SAN_01,P04,370,BOGOF,412,1615,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
e5e244,STBLR-5,CAMP_DIW_01,P02,860,33% OFF,351,526,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
1f8bc3,STCBE-2,CAMP_DIW_01,P01,172,33% OFF,190,313,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples
5.00E+300,STVJD-1,CAMP_DIW_01,P14,1020,BOGOF,24,80,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances
e8d896,STCHE-1,CAMP_SAN_01,P10,50,25% OFF,40,33,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
2dd3f7,STHYD-4,CAMP_DIW_01,P03,156,25% OFF,341,327,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples
b7db9e,STHYD-4,CAMP_DIW_01,P05,55,25% OFF,106,101,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care
13d333,STCHE-7,CAMP_SAN_01,P01,172,33% OFF,256,358,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples
77435f,STBLR-3,CAMP_SAN_01,P01,172,33% OFF,277,387,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples
3181a7,STCBE-1,CAMP_SAN_01,P11,190,50% OFF,28,31,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
3ea719,STBLR-7,CAMP_DIW_01,P02,860,33% OFF,336,577,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
3d8361,STMYS-1,CAMP_DIW_01,P08,1190,BOGOF,47,184,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care
0d853d,STHYD-4,CAMP_SAN_01,P02,860,33% OFF,594,819,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
4d9f1a,STCBE-1,CAMP_DIW_01,P09,110,50% OFF,59,69,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
ea384f,STBLR-7,CAMP_SAN_01,P10,50,25% OFF,40,33,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
9fcb92,STMDU-2,CAMP_DIW_01,P15,3000,500 Cashback,315,976,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1
b97eb0,STBLR-2,CAMP_SAN_01,P11,190,50% OFF,49,68,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
90110c,STHYD-0,CAMP_SAN_01,P04,370,BOGOF,412,1615,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
72eed8,STHYD-4,CAMP_DIW_01,P04,290,25% OFF,376,360,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
d552e3,STMDU-3,CAMP_SAN_01,P12,62,50% OFF,45,53,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
74399f,STMYS-3,CAMP_DIW_01,P13,350,BOGOF,73,282,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
f9b0ef,STVJD-0,CAMP_DIW_01,P05,55,25% OFF,56,54,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care
b838cd,STTRV-1,CAMP_DIW_01,P01,172,33% OFF,147,214,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples
191614,STMYS-3,CAMP_DIW_01,P10,65,50% OFF,103,109,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
15265d,STCHE-5,CAMP_SAN_01,P12,62,50% OFF,58,65,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
166989,STCBE-1,CAMP_SAN_01,P01,172,33% OFF,169,206,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples
18f69b,STMLR-2,CAMP_DIW_01,P10,65,50% OFF,61,68,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
2cc7f0,STMDU-3,CAMP_SAN_01,P02,860,33% OFF,457,548,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
f65a1e,STVSK-4,CAMP_DIW_01,P04,290,25% OFF,255,196,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
bff226,STCBE-1,CAMP_DIW_01,P06,415,25% OFF,57,44,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care
d0356d,STCHE-0,CAMP_DIW_01,P08,1190,BOGOF,45,152,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care
262ff3,STVSK-0,CAMP_DIW_01,P13,350,BOGOF,47,161,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
0953d7,STVSK-1,CAMP_SAN_01,P02,860,33% OFF,387,530,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
d2a08d,STCHE-5,CAMP_DIW_01,P10,65,50% OFF,141,157,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
d33904,STMYS-3,CAMP_DIW_01,P07,300,BOGOF,59,233,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care
13fd74,STMDU-3,CAMP_DIW_01,P05,55,25% OFF,64,58,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care
c3ae5a,STBLR-1,CAMP_SAN_01,P11,190,50% OFF,39,55,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
2384f8,STMYS-0,CAMP_DIW_01,P09,110,50% OFF,70,87,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
14f79d,STVSK-1,CAMP_DIW_01,P04,290,25% OFF,252,196,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
89bbca,STCBE-4,CAMP_DIW_01,P13,350,BOGOF,42,128,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
61f82c,STBLR-5,CAMP_DIW_01,P11,190,50% OFF,63,81,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
bcad3c,STMDU-0,CAMP_DIW_01,P01,172,33% OFF,201,305,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples
2749b0,STCHE-5,CAMP_SAN_01,P11,190,50% OFF,34,39,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
9ce293,STMDU-1,CAMP_SAN_01,P03,200,BOGOF,255,1009,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples
93dff2,STBLR-3,CAMP_DIW_01,P03,156,25% OFF,390,308,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples
339bf7,STCHE-5,CAMP_DIW_01,P05,55,25% OFF,127,109,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care
5c8834,STBLR-2,CAMP_SAN_01,P05,55,25% OFF,24,19,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care
4162d7,STHYD-2,CAMP_DIW_01,P05,55,25% OFF,110,86,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care
60170c,STHYD-4,CAMP_DIW_01,P08,1190,BOGOF,63,208,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care
4fbcf6,STHYD-1,CAMP_SAN_01,P06,415,25% OFF,27,22,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care
1f1b71,STMDU-3,CAMP_SAN_01,P01,172,33% OFF,214,267,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples
96a556,STBLR-1,CAMP_DIW_01,P02,860,33% OFF,358,537,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
6846a8,STVSK-0,CAMP_DIW_01,P04,290,25% OFF,201,174,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
0a453f,STMYS-0,CAMP_DIW_01,P03,156,25% OFF,301,264,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples
fcee36,STMYS-0,CAMP_SAN_01,P12,62,50% OFF,66,92,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
58ce38,STBLR-3,CAMP_SAN_01,P13,350,BOGOF,118,455,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
4a5884,STHYD-0,CAMP_SAN_01,P12,62,50% OFF,57,90,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
e7769b,STHYD-5,CAMP_DIW_01,P15,3000,500 Cashback,357,1046,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1
27c86c,STBLR-2,CAMP_DIW_01,P06,415,25% OFF,92,81,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care
f35446,STTRV-0,CAMP_DIW_01,P09,110,50% OFF,33,43,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
4a42f9,STBLR-7,CAMP_DIW_01,P08,1190,BOGOF,49,186,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care
9413a7,STHYD-3,CAMP_DIW_01,P11,190,50% OFF,80,124,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
b97dfe,STBLR-2,CAMP_DIW_01,P07,300,BOGOF,56,196,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care
950a84,STBLR-9,CAMP_SAN_01,P11,190,50% OFF,52,73,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
686a37,STBLR-0,CAMP_SAN_01,P14,1020,BOGOF,85,350,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances
f0500d,STCHE-6,CAMP_DIW_01,P09,110,50% OFF,66,82,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
c16abb,STCHE-7,CAMP_SAN_01,P08,1190,BOGOF,42,186,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care
581ca5,STMDU-0,CAMP_SAN_01,P13,350,BOGOF,90,371,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
36968d,STMDU-1,CAMP_SAN_01,P02,860,33% OFF,289,404,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
f8a417,STCBE-4,CAMP_SAN_01,P12,62,50% OFF,37,53,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
400cab,STCHE-4,CAMP_SAN_01,P02,860,33% OFF,642,918,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
ef7122,STMLR-1,CAMP_DIW_01,P15,3000,500 Cashback,211,614,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1
66b476,STBLR-6,CAMP_DIW_01,P10,65,50% OFF,103,160,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
5bbf38,STBLR-0,CAMP_DIW_01,P09,110,50% OFF,78,104,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
e67501,STVSK-4,CAMP_SAN_01,P13,350,BOGOF,85,215,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
3.14E+36,STCBE-4,CAMP_DIW_01,P04,290,25% OFF,252,226,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
98d4e3,STMLR-2,CAMP_SAN_01,P13,350,BOGOF,70,281,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
60229b,STCBE-3,CAMP_DIW_01,P01,172,33% OFF,241,404,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples
35a25f,STBLR-9,CAMP_DIW_01,P11,190,50% OFF,75,98,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
4cf56a,STBLR-9,CAMP_DIW_01,P04,290,25% OFF,311,304,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
4d3722,STMLR-0,CAMP_DIW_01,P04,290,25% OFF,175,150,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
5e59a1,STTRV-0,CAMP_SAN_01,P05,55,25% OFF,12,11,Trivandrum,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care
0f8686,STVSK-0,CAMP_SAN_01,P07,300,BOGOF,24,92,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care
c092d4,STBLR-4,CAMP_DIW_01,P07,300,BOGOF,70,243,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care
24541f,STBLR-1,CAMP_SAN_01,P13,350,BOGOF,111,290,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
8.31E+08,STCBE-2,CAMP_DIW_01,P08,1190,BOGOF,33,129,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care
ebbe5d,STCHE-2,CAMP_SAN_01,P06,415,25% OFF,25,22,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care
2ae8b8,STCBE-2,CAMP_SAN_01,P10,50,25% OFF,22,18,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
dafaa4,STVJD-1,CAMP_SAN_01,P05,55,25% OFF,13,9,Vijayawada,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care
4f757f,STMYS-1,CAMP_SAN_01,P13,350,BOGOF,129,540,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
0894b7,STCHE-3,CAMP_SAN_01,P08,1190,BOGOF,46,203,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care
a80b87,STVSK-0,CAMP_DIW_01,P11,190,50% OFF,49,76,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
3f9b4d,STHYD-5,CAMP_SAN_01,P09,90,25% OFF,66,62,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
6ed2f5,STBLR-4,CAMP_DIW_01,P13,350,BOGOF,84,285,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
1.53E+07,STCHE-7,CAMP_SAN_01,P12,62,50% OFF,67,95,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
855f49,STBLR-3,CAMP_SAN_01,P04,370,BOGOF,481,1890,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
4a8c38,STCHE-0,CAMP_SAN_01,P04,370,BOGOF,469,1861,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
1a1a02,STBLR-0,CAMP_SAN_01,P04,370,BOGOF,465,2064,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
1a4a61,STCHE-1,CAMP_SAN_01,P06,415,25% OFF,36,29,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care
aeed36,STBLR-6,CAMP_SAN_01,P12,62,50% OFF,54,83,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
e23132,STVJD-0,CAMP_DIW_01,P08,1190,BOGOF,26,86,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care
d76198,STCHE-4,CAMP_DIW_01,P08,1190,BOGOF,54,213,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care
0ae76a,STMLR-1,CAMP_SAN_01,P11,190,50% OFF,21,30,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
ce39e4,STMLR-1,CAMP_DIW_01,P13,350,BOGOF,42,145,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
8869,STCBE-4,CAMP_SAN_01,P13,350,BOGOF,75,200,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
fcf54a,STCHE-7,CAMP_DIW_01,P04,290,25% OFF,348,334,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
0b9826,STHYD-6,CAMP_DIW_01,P11,190,50% OFF,57,71,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
fbab9b,STMYS-1,CAMP_DIW_01,P01,172,33% OFF,334,591,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples
e2c229,STTRV-1,CAMP_SAN_01,P15,3000,500 Cashback,54,125,Trivandrum,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1
2e48c4,STVSK-0,CAMP_DIW_01,P09,110,50% OFF,50,76,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
171bbb,STTRV-0,CAMP_SAN_01,P15,3000,500 Cashback,79,171,Trivandrum,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1
ace471,STMDU-0,CAMP_SAN_01,P04,370,BOGOF,273,1201,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
a26e60,STTRV-1,CAMP_DIW_01,P13,350,BOGOF,36,122,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
cb43c4,STCHE-0,CAMP_SAN_01,P14,1020,BOGOF,106,424,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances
ba72b1,STMDU-1,CAMP_SAN_01,P05,55,25% OFF,15,12,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care
e89f85,STCBE-1,CAMP_SAN_01,P05,55,25% OFF,25,18,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care
c95efb,STBLR-7,CAMP_DIW_01,P15,3000,500 Cashback,416,1389,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1
dec49d,STMDU-2,CAMP_SAN_01,P05,55,25% OFF,21,17,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care
a5800c,STMYS-3,CAMP_SAN_01,P12,62,50% OFF,60,67,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
5d5637,STCHE-0,CAMP_DIW_01,P09,110,50% OFF,94,119,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
f9d2c6,STBLR-9,CAMP_SAN_01,P14,1020,BOGOF,111,429,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances
0ee55a,STHYD-5,CAMP_DIW_01,P06,415,25% OFF,82,80,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care
1192bc,STCBE-4,CAMP_DIW_01,P11,190,50% OFF,59,79,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
be65d7,STTRV-0,CAMP_DIW_01,P12,62,50% OFF,54,68,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
6bb477,STHYD-1,CAMP_DIW_01,P04,290,25% OFF,318,276,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
a2d32f,STVSK-3,CAMP_SAN_01,P09,90,25% OFF,39,31,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
5f29e7,STMLR-1,CAMP_DIW_01,P12,62,50% OFF,71,90,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
802dfa,STBLR-3,CAMP_SAN_01,P07,300,BOGOF,54,217,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care
0b38d9,STMYS-3,CAMP_DIW_01,P08,1190,BOGOF,29,115,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care
f013a9,STMYS-2,CAMP_SAN_01,P14,1020,BOGOF,105,276,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances
ea916f,STTRV-0,CAMP_SAN_01,P10,50,25% OFF,18,16,Trivandrum,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
2.70E+61,STHYD-1,CAMP_DIW_01,P05,55,25% OFF,110,96,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care
bd3f78,STHYD-0,CAMP_DIW_01,P11,190,50% OFF,68,104,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
feadc3,STCBE-0,CAMP_SAN_01,P05,55,25% OFF,21,19,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care
f41256,STMLR-1,CAMP_SAN_01,P15,3000,500 Cashback,58,128,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1
f25735,STBLR-3,CAMP_DIW_01,P09,110,50% OFF,66,85,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
5729c0,STMYS-2,CAMP_SAN_01,P04,370,BOGOF,240,636,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
cf4f71,STHYD-0,CAMP_SAN_01,P01,172,33% OFF,250,382,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples
60ba75,STVJD-0,CAMP_SAN_01,P13,350,BOGOF,60,234,Vijayawada,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
6bce12,STMYS-0,CAMP_SAN_01,P07,300,BOGOF,46,120,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care
